Annotation	key	cell_class	removal_reason	num_cells_postQC	Isocortex	OLF	HPF	CTXsp	STR	PAL	TH	HY	MB	P	MY	CB	FB_VS_grey	Mapped_Top_TopStruct	Mapped_Max_TopStruct	Mapped_MaxTopStruct_PCT	Mapped_Top_DeepCCF	Mapped_Max_DeepCCF	Mapped_Max_DeepCCF_PCT	Imputed_Top_TopStruct	Imputed_Top_DeepCCF	Imputed_Max_TopStruct	Imputed_Max_DeepCCF	NumBeadsConfMapped	Max_TopStruct	Max_DeepCCF	NT_binary
Ex_Plekhg1_Col27a1_C1ql2_2	300-0-0-0-1-0-1-1-1-0	neuron		277	0	2	1	0	2	3	147	0	0	0	0	0	13	TH	TH	0.875	AD|TH	AD	0.843537414965986	TH		TH		168	TH	AD	VGLUT1_VGLUT2
Ex_Plekhg1_Col27a1_C1ql2_3	300-0-0-0-1-0-1-1-1-1	neuron		121	0	0	0	0	0	0	139	0	0	0	0	0	1	TH	TH	0.992857142857143	AD	AD	0.928057553956835	TH	AD	TH	AD	140	TH	AD	VGLUT1_VGLUT2
	300-0-0-0-1-0-2	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-1-1-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-1-1-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Sln_Sost_1	300-0-0-0-2-0-0-0-0-0-0	neuron		3487	0	0	0	0	9	24	0	1	0	0	0	0	0	PAL|STR	PAL	0.705882352941177	TRS	TRS	1	PAL|STR	TRS	PAL	TRS	34	PAL	TRS	VGLUT1_VGLUT2
Ex_Sln_Sost_2	300-0-0-0-2-0-0-0-0-0-1-0	neuron		2404	0	0	0	0	6	0	0	0	0	0	0	0	0	STR	STR	1	LSX	LSX	1	STR		STR		6	STR	LSX	VGLUT2
Ex_Sln_Pde1a	300-0-0-0-2-0-0-0-0-0-1-1-0	neuron		446	0	0	0	0	7	31	3	0	0	0	0	0	0	PAL|STR	PAL	0.75609756097561	TRS	TRS	1	PAL|STR		PAL		41	PAL	TRS	VGLUT2
Ex_Sln_A730046J19Rik	300-0-0-0-2-0-0-0-0-0-1-1-1	neuron		326	0	0	0	0	4	15	1	0	0	0	0	0	0	PAL|STR	PAL	0.75	TRS	TRS	0.933333333333333	PAL|STR		PAL		20	PAL	TRS	VGLUT2
	300-0-0-0-2-0-0-0-0-1-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-0-1-0-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-0-1-0-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-0-1-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-0-1-1-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-0-1-1-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-1-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-1-1-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-1-1-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-1-1-2	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-2-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-2-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-1-2-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-2-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-2-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-0-0-2-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Sln_Niban1	300-0-0-0-2-0-0-0-1	neuron		4458	0	0	0	0	32	170	1	59	0	0	0	0	1	PAL|HY	PAL	0.64638783269962	BST|BAC|TRS	BST	0.429411764705882	PAL	TRS	PAL	TRS	263	PAL	BST	VGLUT2
	300-0-0-0-2-0-0-1-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-1-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-1-1-0-0-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-1-1-0-0-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-1-1-0-0-1-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-1-1-0-0-1-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-1-1-0-1-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-1-1-0-1-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-0-0-1-1-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Ebf2_Iigp1_1	300-0-0-0-2-0-1-0-0	neuron		1606	0	2	0	0	0	63	16	0	0	0	0	0	9	PAL|TH	PAL	0.7	BST	BST	1					90	PAL	BST	VGLUT2
Ex_Ebf2_Iigp1_2	300-0-0-0-2-0-1-0-1-0	neuron		190	0	0	0	0	0	3	7	0	0	0	0	0	4	TH|PAL	TH	0.5	TH|AV|LD	TH	0.428571428571429					14	TH	TH	VGLUT2
Ex_Ebf2_Niban1_1	300-0-0-0-2-0-1-0-1-1	neuron		58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	PAL		PAL		NA	PAL		VGLUT2
	300-0-0-0-2-0-1-0-2	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Ebf2_Niban1_2	300-0-0-0-2-0-1-1	neuron		1360	0	0	0	0	11	33	22	14	0	0	0	0	1	PAL|TH|HY	PAL	0.407407407407407	TRS|BST|BAC	TRS	0.484848484848485	PAL		PAL		81	PAL	TRS	VGLUT2
	300-0-0-0-2-1-0-0-0-0-0-0	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-0-0-0-1	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-0-0-0-2	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-0-0-1-0	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-0-0-1-1	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-0-0-2	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-0-0-3	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-0-1	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-0-2	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-1-0-0-0	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-1-0-0-1	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-1-0-1	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-0-1-1	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-1-0-0	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-1-0-1	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-1-0-2	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-1-1-0	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-0-1-1-1	DOUBLET	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-1-0-0	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-1-0-1-0	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-1-0-1-1	DOUBLET	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-1-0-2	DOUBLET	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-1-1-0-0	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-1-1-0-1	DOUBLET	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-1-1-0-2	DOUBLET	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-1-1-1-0	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-2-1-1-1-1-1	choroid	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
CholEx_Irx2_Gm5741	300-0-0-0-3-0-0	neuron		6338	0	1	1	0	1	0	1166	2	16	0	0	0	1	TH	TH	0.981481481481481	MH	MH	0.915094339622642	TH	MH	TH	MH	1188	TH	MH	VGLUT1_VGLUT2_CHOL
REMOVE	300-0-0-0-3-0-1-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
CholEx_Irx2_Slc43a3_1	300-0-0-0-3-0-1-0-1-0-0-0-0	neuron		135	0	0	0	0	0	0	13	0	0	0	0	0	0	TH	TH	1	MH	MH	1	TH	MH	TH	MH	13	TH	MH	VGLUT1_VGLUT2_CHOL
REMOVE	300-0-0-0-3-0-1-0-1-0-0-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
CholEx_Irx2_Slc43a3_2	300-0-0-0-3-0-1-0-1-0-0-1	neuron		171	0	0	0	0	0	0	22	0	0	0	0	0	0	TH	TH	1	MH	MH	0.954545454545455	TH	MH	TH	MH	22	TH	MH	VGLUT1_VGLUT2_CHOL
	300-0-0-0-3-0-1-0-1-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
REMOVE	300-0-0-0-3-0-1-0-1-0-2	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
CholEx_Irx2_Slc43a3_3	300-0-0-0-3-0-1-0-1-1	neuron		220	0	1	0	0	0	0	101	0	0	0	0	0	2	TH	TH	0.971153846153846	MH	MH	0.99009900990099	TH	MH	TH	MH	104	TH	MH	VGLUT1_VGLUT2_CHOL
REMOVE	300-0-0-0-3-0-1-0-1-2	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
CholEx_Irx2_Slc43a3_4	300-0-0-0-3-0-1-0-2	neuron		380	0	0	0	0	0	0	223	1	0	0	0	0	1	TH	TH	0.991111111111111	MH|LH	MH	0.699551569506727	TH	MH	TH	MH	225	TH	MH	VGLUT1_VGLUT2_CHOL
REMOVE	300-0-0-0-3-0-1-1-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Irx2_Slc43a3_1	300-0-0-0-3-0-1-1-1	neuron		167	0	0	0	0	0	0	137	1	0	0	0	0	6	TH	TH	0.951388888888889	MH|LH	MH	0.81021897810219	TH	MH	TH	MH	144	TH	MH	VGLUT2
Ex_Irx2_Kcng4_Slc43a3	300-0-0-0-3-1-0	neuron		4363	0	4	40	0	0	0	1161	1	6	0	0	0	130	TH	TH	0.865126676602086	MH	MH	0.984496124031008	TH	MH	TH	MH	1342	TH	MH	VGLUT1_VGLUT2
	300-0-0-0-3-1-1-0-0-0-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-3-1-1-0-0-0-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-3-1-1-0-0-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-3-1-1-0-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-3-1-1-0-1-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-3-1-1-0-1-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-3-1-1-1-0-0-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-3-1-1-1-0-0-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-3-1-1-1-0-1-0	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-3-1-1-1-0-1-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-3-1-1-1-1	neuron	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Pou4f1_Htr5b_1	300-0-0-0-4-0-0-0-0-0	neuron		1508	0	0	0	0	0	0	0	0	0	0	44	0	0	MY	MY	1	IO|MY	IO	0.659090909090909	MY	MY|IO	MY	MY	44	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_2	300-0-0-0-4-0-0-0-0-1	neuron		782	0	0	0	0	0	0	0	0	0	0	15	0	0	MY	MY	1	MY|IO	MY	0.733333333333333	MY	IO|MY	MY	IO	15	MY	MY	VGLUT2
Ex_Pou4f1_Htr5b_3	300-0-0-0-4-0-0-0-1	neuron		732	0	0	0	0	0	0	0	0	0	0	71	0	0	MY	MY	1	IO	IO	0.929577464788732	MY	IO|MY	MY	IO	71	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_4	300-0-0-0-4-0-0-1-0-0	neuron		286	0	0	0	0	0	0	0	0	0	0	20	0	0	MY	MY	1	IO|RPA|MY	IO	0.6	MY	IO	MY	IO	20	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_5	300-0-0-0-4-0-0-1-0-1	neuron		201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IO	MY	IO	NA	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_6	300-0-0-0-4-0-0-1-0-2	neuron		143	0	0	0	0	0	0	0	0	0	0	30	0	0	MY	MY	1	IO	IO	0.866666666666667	MY	IO	MY	IO	30	MY	IO	VGLUT2_VGLUT3
Ex_Pou4f1_Htr5b_7	300-0-0-0-4-0-0-1-1-0-0	neuron		144	0	0	0	0	0	0	0	0	0	0	21	0	0	MY	MY	1	IO|MY	IO	0.476190476190476	MY	IO|MY	MY	IO	21	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_8	300-0-0-0-4-0-0-1-1-0-1	neuron		102	0	0	0	0	0	0	0	0	0	0	2	0	0	MY	MY	1	IO|MY	IO	0.5	MY	IO	MY	IO	2	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_9	300-0-0-0-4-0-0-1-1-1	neuron		97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IO	MY	IO	NA	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_10	300-0-0-0-4-0-1-0-0	neuron		1157	0	0	0	0	0	0	0	0	0	0	82	0	0	MY	MY	1	IO|MY	IO	0.75609756097561	MY	IO|MY	MY	IO	82	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_11	300-0-0-0-4-0-1-0-1	neuron		1160	0	0	0	0	0	0	0	0	0	0	65	0	0	MY	MY	1	IO|MY	IO	0.769230769230769	MY	MY|IO	MY	MY	65	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_12	300-0-0-0-4-0-1-0-2-0	neuron		632	0	0	0	0	0	0	0	0	0	0	11	0	0	MY	MY	1	IO|MY	IO	0.636363636363636	MY	IO|MY	MY	IO	11	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_13	300-0-0-0-4-0-1-0-2-1	neuron		95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	IO|MY	MY	IO	NA	MY	IO	VGLUT2
Ex_Pou4f1_Htr5b_14	300-0-0-0-4-0-1-1	neuron		276	0	0	0	0	0	0	0	0	0	0	40	0	0	MY	MY	1	MY|GRN	MY	0.85	MY	MY|IO	MY	MY	40	MY	MY	VGLUT2
	300-0-0-0-4-1-0	DOUBLET	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-4-1-1-0	DOUBLET	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
	300-0-0-0-4-1-1-1	DOUBLET	manual	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ng_Lhx1_Mab21l3_1	300-0-0-0-5-0-0-0	NG		1451	8	7	30	6	4	6	10	8	5	0	0	1	5	HPF|TH|Isocortex|HY|OLF|CTXsp|PAL	HPF	0.333333333333333	DG|CA3|CA1|PAR	DG	0.433333333333333					90	HPF	DG	none
Ng_Lhx1_Mab21l3_2	300-0-0-0-5-0-0-1	NG		887	2	1	14	0	0	0	0	0	0	0	0	0	2	HPF|Isocortex	HPF	0.736842105263158	DG|CA1|CA3|ProS	DG	0.571428571428571					19	HPF	DG	none
Ng_Lhx1_Trp73	300-0-0-0-5-0-1-0	NG		135	41	14	13	4	3	0	0	0	0	0	0	0	0	Isocortex|OLF|HPF	Isocortex	0.546666666666667	MO|SS|ORB|PL|ACA|VIS	MO	0.24390243902439					75	Isocortex	MO	none
Ng_Lhx1_Gcgr	300-0-0-0-5-0-1-1	NG		36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Lhx1_Edn1	300-0-0-0-5-1	neuron		876	27	1216	0	0	0	0	0	0	0	0	0	0	0	OLF	OLF	0.978278358809332	MOB|AON|AOB	MOB	0.659539473684211	OLF		OLF		1243	OLF	MOB	VGLUT1_VGLUT2
Chol_Tbx20_A4galt_1	300-0-0-0-6-0-0-0-0	neuron		1284	0	0	0	0	0	0	0	0	1	13	127	0	1	MY	MY	0.894366197183099	VII|PGRN|IRN|GRN	VII	0.661417322834646	MY	VII	MY	VII	142	MY	VII	CHOL
Chol_Tbx20_A4galt_2	300-0-0-0-6-0-0-0-1-0-0-0	neuron		304	0	0	0	0	0	0	0	0	0	98	57	0	0	P|MY	P	0.632258064516129	V|P5	V	0.785714285714286	MY	VII	MY	VII	155	P	V	CHOL
Chol_Tbx20_Gm7694_1	300-0-0-0-6-0-0-0-1-0-0-1-0-0	neuron		80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII	MY	VII	NA	MY	VII	VGLUT2_CHOL
Chol_Isl2_Mnx1_1	300-0-0-0-6-0-0-0-1-0-0-1-0-1	neuron		43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII	MY	VII	NA	MY	VII	CHOL
Chol_Isl2_Mnx1_2	300-0-0-0-6-0-0-0-1-0-0-1-1	neuron		30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII	MY	VII	NA	MY	VII	CHOL
Chol_Tbx20_Ucn	300-0-0-0-6-0-0-0-1-0-1-0-0	neuron		57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII	MY	VII	NA	MY	VII	CHOL
Chol_Tbx20_Gm7694_2	300-0-0-0-6-0-0-0-1-0-1-0-1	neuron		38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII|MY	MY	VII	NA	MY	VII	VGLUT2_CHOL
Chol_Tbx20_Edn3	300-0-0-0-6-0-0-0-1-0-1-1	neuron		53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII|MY	MY	VII	NA	MY	VII	CHOL
Chol_Tbx20_Car3	300-0-0-0-6-0-0-0-1-1	neuron		58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII	MY	VII	NA	MY	VII	CHOL
Chol_Tbx20_Apol6	300-0-0-0-6-0-0-0-2	neuron		64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY		MY		NA	MY		CHOL
Chol_Tbx20_Casp12	300-0-0-0-6-0-0-1	neuron		147	0	0	0	0	0	0	0	0	1	1	26	0	0	MY	MY	0.928571428571429	VII|MY|PPY|GRN	VII	0.5	MY	VII|MY	MY	VII	28	MY	VII	VGLUT2_CHOL
Chol_Isl2_Gata6_1	300-0-0-0-6-0-1-0-0-0	neuron		254	0	0	0	0	0	0	0	0	0	21	298	0	0	MY	MY	0.934169278996865	VII|DMX|NTS|MY|PGRN|XII	VII	0.285234899328859	MY	VII|MY|XII	MY	VII	319	MY	VII	CHOL
Chol_Isl2_Gata6_2	300-0-0-0-6-0-1-0-0-1-0	neuron		60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII	MY	VII	NA	MY	VII	CHOL
Chol_Isl2_1700017N19Rik_1	300-0-0-0-6-0-1-0-0-1-1	neuron		96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII	MY	VII	NA	MY	VII	CHOL
Chol_Isl2_1700017N19Rik_2	300-0-0-0-6-0-1-0-0-2	neuron		37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII|MY|XII	MY	VII	NA	MY	VII	CHOL
Chol_Isl2_Gata6_3	300-0-0-0-6-0-1-0-1-0	neuron		152	0	0	0	0	0	0	0	0	0	10	158	0	0	MY	MY	0.940476190476191	XII|PGRN|VII|MY|AMB	XII	0.348101265822785	MY	VII|MY|XII	MY	VII	168	MY	XII	CHOL
Chol_Isl2_Gata6_4	300-0-0-0-6-0-1-0-1-1	neuron		130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII|MY|XII	MY	VII	NA	MY	VII	VGLUT2_CHOL
Chol_Isl2_Il22ra1_1	300-0-0-0-6-0-1-1-0-0	neuron		122	0	0	0	0	0	0	0	0	0	1	11	0	0	MY	MY	0.916666666666667	VII|MY|PARN|VNC|AMB|XII	VII	0.272727272727273	MY	VII|MY|XII	MY	VII	12	MY	VII	CHOL
Chol_Isl2_Il22ra1_2	300-0-0-0-6-0-1-1-0-1	neuron		114	0	0	0	0	0	0	0	0	0	2	12	0	0	MY	MY	0.857142857142857	XII|MY|VII|NTS	XII	0.333333333333333	MY	VII|MY|XII	MY	VII	14	MY	XII	CHOL
Chol_Isl2_Il22ra1_3	300-0-0-0-6-0-1-1-1-0	neuron		90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII|MY|XII	MY	VII	NA	MY	VII	CHOL
Chol_Isl2_Cpb1	300-0-0-0-6-0-1-1-1-1	neuron		56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII|MY|XII	MY	VII	NA	MY	VII	CHOL
Chol_Tbx20_Plau	300-0-0-0-6-0-2	neuron		82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MY	VII	MY	VII	NA	MY	VII	CHOL
